collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
82679,PaleoDB,A. Hendy,,Periploma,,johnseni,,,,,A. Hendy,27815,1937,Alberta,,49.98,-112.145,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From the upper Pakowki Fm.",SPECIFIC LITHOLOGY: Shale. LITHIFICATION: Poorly lithified.,,poorly lithified,,"""shale""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",31/07/2008 06:23
82679,PaleoDB,A. Hendy,,Liopistha,,montanensis,,,,,A. Hendy,27815,1937,Alberta,,49.98,-112.145,local area,,"SPECIFIC LOCATION: Milk River, Alberta, Canada. LAT/LONG: estimated based on township and range (data supplied in text) conversion.",Cretaceous 7,84.9,70.6,77.75,,,Pawkowki,,,,,,,,,,group of beds,"STRATIGRAPHIC RELATIONS: From the Pawkowki Formation, which overlies the Early Campanian Milk River Formation, is equivalent to the Lea Park Fm, and is overlain by the Judith River Fm (Late Campanian). AGE: Early Campanian on the basis of ammonite (and other groups) biostratigraphy; Baculites obtusus biozone. Early Campanian according to Dawson et el. - Geological Atlas of the Western Canada Sedimentary Basin. STRATIGRAPHIC POSITION: From the upper Pakowki Fm.",SPECIFIC LITHOLOGY: Shale. LITHIFICATION: Poorly lithified.,,poorly lithified,,"""shale""",Y,,,,,Y,offshore,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Offshore siliciclastic marine setting.,,,,,,,,,,,,,medium,,macrofossils,,taxonomic,,"surface (in situ),field collection",,,GSC,Russell & Landes,1934-1936,,,COLLECTOR: L.S. Russell and R. W. Landes. REPOSITORY: Geological Survey of Canada (GSC),"COVERAGE: Exhaustive for bivalvia, gastropoda, scaphopoda, and cephalopoda.",31/07/2008 06:23
1624,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"ne1/4 ne1/4 nw1/4 se1/4, sec.14 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion at top of unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:10
1624,Fossilworks,J. Alroy,,Lucina,,occidentalis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"ne1/4 ne1/4 nw1/4 se1/4, sec.14 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion at top of unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:10
1625,Fossilworks,J. Alroy,,Inoceramus,cf.,typicus,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions throughout unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:12
1625,Fossilworks,J. Alroy,,Lucina,,occidentalis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions throughout unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:12
1628,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"D1957: sw1/4 sw1/4 se1/4 ne1/4, sec.14 t38n r62w. D1636: se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,78,,,,,,,bed,,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""","concretionary,ferruginous,hematitic,brown,gray",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions in upper 11 ft.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:26
1630,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/4 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,76,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""carbonate""",,offshore,cratonic basin,body,"""shale, dark gray; flaky; forms very dark outcrop;  contains dark-purplish weathering ironstone concretions with phosphatic centers; very thin layer of bentonite near base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,,"""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:39
1631,Fossilworks,J. Alroy,,Lucina,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,nw1/4 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 10.5 below top""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:44
1632,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 30 below top""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:48
1632,Fossilworks,J. Alroy,,Lucina,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 30 below top""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:48
1632,Fossilworks,J. Alroy,,Cymbophora,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 30 below top""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:48
1633,Fossilworks,J. Alroy,,Inoceramus,,sagensis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions at base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:51
1633,Fossilworks,J. Alroy,,Lucina,,subundata,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,75,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers medium gray; contains a few gray ls concretions; persistent layer of larger gray and brown weathering septarian ls concretions at base.  Bentonite is present as a thin layer 7 ft above base and as bentonitic shale at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions at base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:51
1634,Fossilworks,J. Alroy,,Pteria,,lingulaeformis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,72,,,,,,,bed,,"""shale, weathers light gray; contains a few inconspicuous dusky red weathering soft shaly ironstone concretions, and a few thin layers of bentonite with white fibrous calcite; upper 5 ft contains phosphatic casts of baculites and rarely other fossils.""","concretionary,ferruginous,phosphatic,gray",lithified,,"""shale""",,,calcareous,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray; contains a few inconspicuous dusky red weathering soft shaly ironstone concretions, and a few thin layers of bentonite with white fibrous calcite; upper 5 ft contains phosphatic casts of baculites and rarely other fossils.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from upper 5 ft.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 16:57
1635,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,71,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, conspicuous ls concretions 2-3 ft dia., which weather bright orange rown and have thin veins of pale yellowcalcite and white barite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,,"""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 17:09
1636,Fossilworks,J. Alroy,,Inoceramus,,subcircularis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,69,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few small ls concretions; at top and base has persistent beds of larger ls comcretions .5-3 ft dia. that weather gray buff and brown and contain veins of brown calcite and in places white to pale brown barite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 17:12
1637,Fossilworks,J. Alroy,,Inoceramus,cf.,balchii,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,w1/2 ne1/4 sw1/4 se1/4 sec.14 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,67,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,"""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, bentonitic, contains a little fibrous calcite and rarely a limestone concretion.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a ls concretion.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially  transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 17:14
1643,Fossilworks,J. Alroy,,Nuculana,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,D1942: nw1/4 ne1/4 se1/4 ne1/4 sec.14 t38n r62w. D1943: ne1/4 nw1/4 nw1/4 ne1/4 sec.23 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,61,,,,,,,bed,,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""","concretionary,ferruginous,gray,red",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from lower half""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 18:01
1643,Fossilworks,J. Alroy,,Inoceramus,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,D1942: nw1/4 ne1/4 se1/4 ne1/4 sec.14 t38n r62w. D1943: ne1/4 nw1/4 nw1/4 ne1/4 sec.23 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,61,,,,,,,bed,,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""","concretionary,ferruginous,gray,red",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from lower half""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 18:01
1643,Fossilworks,J. Alroy,,Ostrea,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,D1942: nw1/4 ne1/4 se1/4 ne1/4 sec.14 t38n r62w. D1943: ne1/4 nw1/4 nw1/4 ne1/4 sec.23 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,61,,,,,,,bed,,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""","concretionary,ferruginous,gray,red",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from lower half""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 18:01
1643,Fossilworks,J. Alroy,,Pecten,,nebrascensis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,D1942: nw1/4 ne1/4 se1/4 ne1/4 sec.14 t38n r62w. D1943: ne1/4 nw1/4 nw1/4 ne1/4 sec.23 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,61,,,,,,,bed,,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""","concretionary,ferruginous,gray,red",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from lower half""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 18:01
1643,Fossilworks,J. Alroy,,Lucina,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,D1942: nw1/4 ne1/4 se1/4 ne1/4 sec.14 t38n r62w. D1943: ne1/4 nw1/4 nw1/4 ne1/4 sec.23 t38n r62w,Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,61,,,,,,,bed,,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""","concretionary,ferruginous,gray,red",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, dark gray, contains contains small reddish brown weathering ironstone concretions and larger tan weathering ls concretions that have cone-in-cone structure.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from lower half""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 18:01
