collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
73635,Fossilworks,J. Alroy,,Menabites,,sp.,,Menabites,,sp.,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
73635,Fossilworks,J. Alroy,,Glyptoxoceras,,sp.,,,,,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
73635,Fossilworks,J. Alroy,,Baculites,ex gr.,aquilaensis,,,,,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
73635,Fossilworks,J. Alroy,,Scaphites,ex gr.,hippocrepis,,,,,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
73635,Fossilworks,J. Alroy,,Trachyscaphites,,spiniger,,,,,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
73635,Fossilworks,J. Alroy,,Trachyscaphites,n. sp.,densicostatus,,,,,J. Alroy,24688,1992,Texas,Fannin,33.416667,-95.95,outcrop,autochthonous,"""at or close to USGS Mesozoic locality D10154 outcrops in the North Sulphur River 4.1-5.0 km north-west of the centre of Ladonia [basis of coordinate]""",Cretaceous 7,84.9,70.6,77.75,,,Ozan,,,,,,,,,,bed,"""ome 46 m above the base"" of the Ozan Formation ""lower upper Campanian in a north-west European sense""","""a distinctive glauconitic unit at most a few tens of centimetres thick that overlies a marked omission surface that can be traced widely in the subsurface... a red-weathering, green, glauconitic marl rich in bioclasts. The bed is crowded with black phosphate nodules [containing fossils]""","glauconitic,phosphatic,shelly/skeletal,green",,,marl,,,,,,,marine indet.,,"body,original aragonite",,autochthonous,,,,,frequent,,,,,,,,,macrofossils,,taxonomic,,field collection,,,USNM,"J. P. Conlin, W. A. Cobban, R. E. Burkholder",,,,,"""bivalves, gastropods and vertebrate debris are the commonest faunal elements"" but are not identified many specimens are fragmentary, but this is not indicated consistently and multiple specimens are apparently unlikely to be parts of the same individual",22/06/2007 17:51
3612,PaleoDB,M. Patzkowsky,,Baculites,,sp.,,,,,K. Layou,216,1996,Texas,Bezar,29.444444,-98.673611,small collection,,pipeline excavation on Road 1957 0.4 km west of junction road 151,Cretaceous 7,84.9,70.6,77.75,,,Pecan Gap Chalk,,,,,,,,,,,,,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,field collection,,,USGS,,,,,,,05/08/1999 12:08
72028,PaleoDB,W. Kiessling,,Neogauthiericeras,,zafimahovai,,,,,U. Merkel,24370,1990,Texas,Presidio,29.916667,-104.25,small collection,,"In a collection of ammonites purchased by Conlin labelled ""San Carlos shale facies, western Presidio County, Texas.""",Cretaceous 7,84.9,70.6,77.75,Submortoniceras tequesqiutense,,San Carlos,,,,,,,,,,bed,,,,lithified,,"""shale""",,,,,,,marine indet.,,,,,,,,,,,,,,,,,,macrofossils,,taxonomic,,,,,USNM,,,,,,,22/05/2007 05:46
1619,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"near center ne1/4 nw1/4 se1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,Montana,Pierre Shale,Kara Bentonitic,,,,,,,,,bed,bed 85,"""ls, weathers moderate brown, forms persistent ridge""",brown,lithified,,"""limestone""",,,,,,,offshore,cratonic basin,body,"""ls, weathers moderate brown, forms persistent ridge""",,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,,"""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 14:55
1619,Fossilworks,J. Alroy,,Hoploscaphites,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"near center ne1/4 nw1/4 se1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,Montana,Pierre Shale,Kara Bentonitic,,,,,,,,,bed,bed 85,"""ls, weathers moderate brown, forms persistent ridge""",brown,lithified,,"""limestone""",,,,,,,offshore,cratonic basin,body,"""ls, weathers moderate brown, forms persistent ridge""",,,,,,,,,,,,,,,macrofossils,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,,"""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 14:55
1620,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"near center ne1/4 ne1/4 nw1/4, sec.23 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""","concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions 30-50 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:00
1621,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"near center ne1/4 nw1/4 se1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""","concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions 38 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:02
1622,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"near center ne1/4 nw1/4 se1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,,"concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 25 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:03
1623,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"D1962: near center ne1/4 ne1/4 nw1/4, sec.23 t38n r62w. D2903: se1/4 se1/4 sw1/4 ne1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,,"concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions 20 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:05
1623,Fossilworks,J. Alroy,,Baculites,cf.,grandis,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"D1962: near center ne1/4 ne1/4 nw1/4, sec.23 t38n r62w. D2903: se1/4 se1/4 sw1/4 ne1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,,"concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions 20 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:05
1623,Fossilworks,J. Alroy,,Hoploscaphites,,plenus,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"D1962: near center ne1/4 ne1/4 nw1/4, sec.23 t38n r62w. D2903: se1/4 se1/4 sw1/4 ne1/4, sec.14 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,81,,,,,,,bed,,,"concretionary,brown,gray",lithified,calcareous,"""shale""",,,,"concretionary,brown,gray,yellow","""limestone""",,offshore,cratonic basin,body,"""shale, weathers light gray, contains gray and brown weathering ls concretions in upper 22 ft, a bed of gray to yellowish-brown weathering ls concretions 29 ft above the base, and rarely a gray ls concretion in the lower 28 ft.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions 20 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:05
1624,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"ne1/4 ne1/4 nw1/4 se1/4, sec.14 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion at top of unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:10
1624,Fossilworks,J. Alroy,,Hoploscaphites,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"ne1/4 ne1/4 nw1/4 se1/4, sec.14 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion at top of unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:10
1625,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions throughout unit""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:12
1626,Fossilworks,J. Alroy,,Hoploscaphites,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"ne1/4 ne1/4 nw1/4 se1/4, sec.14 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,80,,,,,,,bed,,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""","concretionary,ferruginous,brown,gray",lithified,calcareous,"""shale""",,,,volcaniclastic,claystone,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few brown weathering ferruginous ls concretions, a thin layer of bentonite at top of unit and a thin layer at base.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from a concretion 2 ft above base""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:15
1627,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.2525,-104.271667,small collection,,"se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w.",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,79,,,,,,,bed,,,gray,lithified,,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, weathers light gray, contains a few shaly ferruginous concretions, fossils scarce.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,,"""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:18
1628,Fossilworks,J. Alroy,,Baculites,,eliasi,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"D1957: sw1/4 sw1/4 se1/4 ne1/4, sec.14 t38n r62w. D1636: se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,78,,,,,,,bed,,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""","concretionary,ferruginous,hematitic,brown,gray",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions in upper 11 ft.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:26
1628,Fossilworks,J. Alroy,,Baculites,cf.,baculus,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"D1957: sw1/4 sw1/4 se1/4 ne1/4, sec.14 t38n r62w. D1636: se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,78,,,,,,,bed,,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""","concretionary,ferruginous,hematitic,brown,gray",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions in upper 11 ft.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:26
1628,Fossilworks,J. Alroy,,Hoploscaphites,,sp.,,,,,M. Sommers,45,1966,Wyoming,Niobrara,43.269444,-104.271667,small collection,,"D1957: sw1/4 sw1/4 se1/4 ne1/4, sec.14 t38n r62w. D1636: se1/4 ne1/4 ne1/4 nw1/4, sec.23 t38n r62w",Cretaceous 7,84.9,70.6,77.75,,,Pierre Shale,lower unnamed shale,,78,,,,,,,bed,,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""","concretionary,ferruginous,hematitic,brown,gray",lithified,calcareous,"""shale""",,,,,,,offshore,cratonic basin,body,"""shale, weathers gray, contains brown weathering ls concretions and shaly dusky-red weathering ironstone concretions; ls concretions commonly septarian with thin veins of yellow calcite and red hematite.""",,,,,,,,,,,,,,,,,biostratigraphic,,"mechanical,field collection",,,USGS,,,,,"""[collected] from concretions in upper 11 ft.""","""The fossils are ordinarily well-preserved. Most of the cephalopod shells and the inner nacreous layer of Inoceramus are aragonitic, especially specimens from above the Red Bird Silty Member. Shell material and specimens from the Red Bird member and the upper 50' of the underlying Mitten Member is partially transformed to calcite...Ammonites...of the [mid-upper third] of the Mitten Member are...entirely aragonite whereas shell material [of underlying material] is completely transformed to calcite."" ",19/05/1999 15:26
